582	pieprz	68	sczypta pieprzu	0.25
583	jajko	68	jajko	55
584	sól	68	szczypta soli	0.25
585	kukurydza konserwowa	68	50g kukurydzy konserwowej	50
586	filet z indyka	68	125g filetu z indyka	125
587	marchew	68	marchew	50
588	groch	68	20g groszku	20
589	ser mascarpone	68	50g sera mascarpone	50
590	cebula	69	20g cebuli	20
591	cukinia	69	100g cukinii	100
592	olej	69	łyżeczka oleju	6
593	pieprz	69	sczypta pieprzu	0.25
594	papryka czerwona	69	50g papryki czerwona	50
595	pomidor	69	mały pomidory	100
596	sól	69	szczypta soli	0.25
597	papryka ostra	69	szczypta ostrej papryki	1
598	mąka	69	łyżeczka mąki	6
599	bulion	69	100ml bulionu	100
600	koncentrat pomidorowy	69	łyżka koncentratu pomidorowego	10
601	kuskus	69	30g kuskusu	30
602	pierś z indyka	69	50g piersi z indyka	50
603	fasola szparagowa	69	50g fasoli szparagowej	50
604	cebula	70	25g cebuli	25
605	pomidor	70	150g pomidorów	150
606	marchew	70	25g marchewki	25
607	pieprz	70	szczypta pieprzu	0.25
608	sól	70	szczypta soli	0.25
609	gałka muszkatołowa	70	szczypta gałki muszkatołowej	0.25
610	czosnek	70	3 ząbki czosnku	21
611	bazylia	70	kilka listków bazylii	2
612	sok z cytryny	70	łyżka soku z cytryny	10
613	czarna oliwka	70	25g czarnych oliwek	25
614	filet z turbota	70	100g filetu z turbota	100
615	cebula	71	25g cebuli	25
616	olej	71	łyżeczka oleju	6
617	pieprz	71	szczypta pieprzu	0.25
618	pieczarka	71	60g pieczarek	60
619	sól	71	szczypta soli	0.25
620	seler	71	125g selera	125
621	masło	71	5g masła	5
622	papryka czerwona	71	90g papryki czerwonej	90
623	ryż	71	60g ryżu	60
624	szynka	71	40g szynki	40
625	groszek konserwowy	71	50g groszku konserwowego	50
626	bulion drobiowy	71	150ml bulionu drobiowego	150
627	makrela	72	125g makreli	125
628	cebula	72	50g cebuli	50
629	pomidor	72	50g pomidorów	50
630	pieczarka marynowana	72	25g pieczarek marynowanych	25
631	sok z cytryny	72	łyżeczka soku z cytryny	6
632	śmietana	72	łyżka śmietany	10
633	tymianek	72	łyżeczka tymianku	6
634	sól	72	szczypta soli	0.25
635	pieprz	72	szczypta pieprzu	0.25
636	olej	73	łyżeczka oleju	6
637	pieprz	73	szczypta pieprzu	0.25
638	sól	73	szczypta soli	0.25
639	sok z cytryny	73	łyżka soku z cytryny	10
640	mąka kukurydziana	73	łyżka mąki kukurydzianej	10
641	białko jajka	73	1/2 białka jajek	17.5
642	cebula dymka	73	1/2 cebuli dymki	10
643	filet z mintaja	73	125g filetu z mintaja	125
644	mieszanka chińska	73	200g mieszanki chińskiej	200
645	jajko	74	jajko	55
646	masło	74	5g masła	5
647	papryka słodka	74	0.5 łyżeczki	3
648	gęsta śmietana	74	łyżeczka gęstej śmietany	5
649	szczypiorek	74	10g szczypiorku	10
650	sól morska	74	szczypta soli morskiej	0.25
651	jajko	75	3 jajka	165
652	mleko	75	25ml mleka	25
653	oliwa	75	łyżka oliwy	10
654	pomidor suszony	75	50g suszonych pomidorów	50
655	rukola	75	50g rukoli	50
656	pieprz	75	szczypta pieprzu	0.25
657	sól	75	szczypta soli	0.25
658	ryż jaśminowy	76	50g ryżu jasminowego	50
659	napój kokosowy	76	80ml napoju kokosowego	80
660	mango	76	1/2 mango	150
661	banan	76	1/2 banana	70
662	limonka	76	limonka	100
663	rodzynki	76	20g rodzynek	20
664	cynamon	76	łyżeczka cynamonu	6
665	orzech ziemny	76	20g orzechów ziemnych	20
666	syrop klonowy	76	2 łyżki syropu klonowego	20
667	chleb	77	2 kromki chleba	70
668	ciecierzyca	77	100g ciecierzycy	100
669	kmin rzymski	77	łyżeczka kminu rzymskiego	6
670	majeranek	77	łyżeczka majeranku	6
671	goździki	77	goździk	1
672	jabłko	77	jabłko	175
673	cebula	77	50g cebuli	50
674	czosnek	77	ząbek czosnku	7
675	oliwa	77	łyżka oliwy	10
676	syrop klonowy	77	łyżeczka syropu klonowego	6
677	sos sojowy	77	łyżeczka sosu sojowego	6
678	mleko	78	75ml mleka	75
679	mąka pszenna	78	1/2 szklanki mąki pszennej	125
680	jajko	78	jajko	55
681	masło	78	25g roztopionego masła	25
682	proszek do pieczenia	78	łyżeczka proszku do pieczenia	6
683	cukier	78	łyżka cukru	10
684	syrop klonowy	78	35ml syropu klonowego	35
685	cynamon	78	1/4 łyżeczki cynamonu	1.25
686	olej	78	20ml oleju	20
687	masło	78	25g masła do smażenia	25
688	tofu	79	1 tofu	25
689	olej	79	2 łyżeczki oleju	12
690	pomidor koktajlowy	79	8 pomidorów koktajlowych	80
691	szpinak	79	30g szpinaku	30
692	woda	79	30ml wody	30
693	bazylia	79	1 łyżczeka bazylii	6
694	przyprawa włoska	79	1 łyżeczka przyprawy włoskiej	6
695	kurkuma	79	1/2 łyżeczki kurkumy	3
696	kasza jaglana	80	1/4 szklanki kaszy jaglanej	65
697	napój sojowy	80	szklanka napoju sojowego	250
698	miód	80	łyżka miodu	25
699	truskawka	80	5 truskawek	55
700	orzech włoski	80	1/4 łyżeczki cynamonu	1.25
701	cynamon	80	15g orzechów włoskich	15
702	mąka orkiszowa	81	25g mąki orkiszowej	25
703	płatki owsiane	81	20g płatków owsianych	20
704	ziarna słonecznika	81	14g ziaren słonecznika	14
705	pestki dyni	81	14g pestek dyni	14
706	ziarna sezamu	81	10g ziaren sezamu	10
707	oliwa	81	łyżeczka oliwy	6
708	cebula dymka	82	cebula dymka	20
709	papryka żółta	82	1/2 żółtej papryki	100
710	pomidor	82	75g pomidorów	75
711	oliwa	82	łyżeczka oliwy	6
712	fasola czerwona	82	1/2 czerwonej fasoli z puszki	120
713	jajko	82	2 jajka	110
714	masło	82	łyżeczka masła	6
715	chleb tostowy	83	2 kromki chleba tostowego	50
716	sos paprykowo-ziołowy	83	1/2 opakowania sosu paprykowo-ziołowego	4
717	oliwa z oliwek	83	3 łyżeczki oliwy z oliwek	18
718	woda	83	15ml wody	15
719	pomidor	83	pomidor	180
720	cebula czerwona	83	1/2 czerwonej cebuli	45
721	kolendra	83	1/4 pęczka kolendry	10
722	limonka	83	1/2 limonki	50
723	chleb tostowy	84	2 kromki chleba tostowego	50
724	majonez	84	łyżeczka majonezu	6
725	jajko	84	jajko na twardo	60
726	papryka czerwona	84	35g papryki czerwonej	35
727	szczypiorek	84	łyżeczka posiekanego szczypiorku	6
728	ciecierzyca	85	200g ciecierzycy	200
729	oliwa	85	łyżeczka oliwy	6
730	papryka ostra	85	1/4 łyżeczki ostrej papryki	1.25
731	kmin rzymski	85	1/4 łyżeczki kminu rzymskiego	1.25
732	cynamon	85	1/4 łyżeczki cynamonu	1.25
733	chleb tostowy	86	2 kromki chleba tostowego 	50
734	sos włoski	86	łyżeczka sosu włoskiego	6
735	pierś z kurczaka	86	pierś z kurczaka z rosołu	150
736	szpinak	86	garść szpinaku	25
737	cebula	86	cebula	100
738	szczypiorek	86	łyżka szczypiorku	10
739	oliwa z oliwek	86	4 łyżki oliwy z oliwek	40
740	ciabatta	87	ciabatta	80
741	oliwa z oliwek	87	łyżka oliwy z oliwek	10
742	majonez	87	łyżka majonezu	10
743	łosoś	87	60g łososia wędzonego	60
744	awokado	87	awokado	150
745	jajko	87	jajko	55
746	cytryna	87	1/2 cytryny	50
747	chili	87	1/2 papryczki chilli	6
748	kiełki rzodkiewki	87	łyżka kiełków rzodkiewki	8
749	ziarna czarnuszki	87	1/4 łyżeczki zieren czarnuszki	3
750	chleb tostowy	88	4 kromki chleba tostowego	100
751	ser żółty	88	25g sera żółtego	25
752	majonez	88	łyżka majonezu	10
753	szynka	88	50g szynki	50
754	ziemniak	89	50g ziemniaków	50
755	cebula	89	1/4 cebuli	23
756	olej	89	łyżeczka oleju	6
757	śmietana	89	łyżka śmietany	10
758	sól	89	łyżeczka soli	6
759	jajko	89	jajko	55
760	boczek	89	25g boczku	25
761	masło	89	łyżeczka masła	6
762	koper	89	łyżeczka koperku	6
763	chleb tostowy	89	kromka chleba tostowego	25
764	pieprz biały	89	szczypta białego pieprzu	1.25
765	krewetka	89	125g krewetek	125
766	cebula	90	1/4 cebuli	23
767	olej	90	łyżeczka oleju	6
768	pieczarka	90	2 pieczarki	40
769	sól	90	szczypta soli	1.25
770	sos sojowy	90	łyżeczka sosu sojowego	6
771	jajko	90	jajko	55
772	chili	90	1/4 papryczki chilli	3
773	kiełki fasoli	90	łyżka kiełków fasoli	15
774	krewetka	90	60g krewetek	60
775	cebula	91	cebula	100
776	pieprz	91	szczypta pieprzu	1.25
777	pieczarka	91	3 pieczarki	60
778	sól	91	szczypta soli	1.25
779	jajko	91	2 jajka	110
780	masło	91	łyżka masła	10
781	szczypiorek	91	łyżeczka szczypiorku	6
782	natka pietruszki	91	5g natki pietruszki	5
783	oliwa	91	łyżka oliwy	10
784	sos rybny	91	łyżka sosu rybnego	10
785	chleb	91	2 kromki chleba	70
786	krewetka	91	60g krewetek	60
787	śmietana	92	łyżka śmietany	10
788	sól	92	szczypta soli	1.25
789	masło	92	łyżka masła	10
790	pieprz biały	92	szczypta białego pieprzu	1.25
791	jajko	92	jajko	55
792	szparag	92	150g szparagów	150
793	krewetka	92	50g krewetek	50
794	cebula	93	cebula	90
795	olej	93	łyżeczka oleju roślinnego	6
796	jajko	93	jajko	55
797	sól	93	szczypta soli	1.25
798	natka pietruszki	93	natka pietruszki	2
799	masło	93	łyżka masła	10
800	pieprz	93	szczypta pieprzu	1.25
801	słonina	93	20g słoniny	20
802	filet rybny	93	150g filetu rybnego	150
803	kapara	93	łyżeczka siekanej kapary	6
804	pomidor	94	pomidor	180
805	pieprz	94	ziarno pieprzu	2
806	olej roślinny	94	łyżka oleju roślinnego	10
807	jajko	94	2 jajka	110
808	kolendra	94	garść kolendry	25
809	czosnek	94	ząbek czosnku	7
810	kurkuma	94	1/2 łyżeczki kurkumy	6
811	wieprzowina	94	50g mielonej wieprzowiny	50
812	sos rybny	94	łyżka sosu rybnego	10
813	cebula	94	cebula	100
814	pieprz	95	szczypta pieprzu	1.25
815	sól	95	szczypta soli	1.25
816	mleko	95	łyżka mleka	10
817	jajko	95	2 jajka	110
818	masło	95	15g masła	15
819	bazylia	95	garść bazylii	3
820	szynka	95	30g szynki	30
821	cebula	96	cebula	90
822	olej	96	20ml oleju	20
823	pomidor	96	pomidor	180
824	kminek	96	kminek	1
825	jajko	96	jajko	55
826	sól	96	szczypta soli	1.25
827	chili	96	papryczka chilli	12
828	wołowina	96	30g suszonej wołowiny	30
829	cebula	97	cebula	100
830	boczek	97	75g wędzonego boczku	75
831	pieprz	97	szczypta pieprzu	1.25
832	sól	97	szczypta soli	1.25
833	gałka muszkatołowa	97	łyżeczka gałki muszkatołowej	6
834	jajko	97	2 jajka	110
835	oliwa	97	łyżka oliwy	10
836	białe wino	97	łyżka białego wina	10
837	kapusta	97	szklanka poszatkowanej kapusty	100
838	jajko	98	3 jajka	165
839	boczek	98	100g boczku wędzonego	100
840	papryka czerwona	98	papryka czerwona	250
841	masło	98	łyżeczka masła	6
842	szynka konserwowa	98	plaster szynki konserwowej	12
843	cebula	98	cebula	100
844	ser żółty	98	2 plasterki sera żółtego	60
845	chleb	98	2 kromki chleba	70
846	rukola	98	garść rukoli	20
847	kiełbasa	99	100g kiełbasy	100
848	pomidor	99	pomidor	180
849	jajko	99	jajko	55
850	woda	99	łyżka wody	10
851	ser żółty	99	plaster sera	30
852	chleb razowy	100	kromka chleba razowego	35
853	jajko	100	2 jajka	110
854	mleko	100	łyżka mleka	10
855	oscypek	100	1/4 oscypka	8
856	lubczyk	100	1/2 łyżeczki lubczyka	3
857	słonina	100	15g słoniny	15
858	szczypiorek	100	pęczek szczypiorku	20
859	pieprz	100	szczypta pieprzu	1.25
860	jajko	101	2 jajka	110
861	cebula	101	cebula	100
862	cienka kiełbasa	101	1/2 cienkiej kiełbasy	40
863	ser camembert	101	1/2 sera camembert	13
864	mleko	101	2 łyżki mleka	20
865	masło	101	łyżka masła	10
866	brokuł	102	130g brokuła	130
867	cukinia	102	250g cukinii	250
868	marchew	102	marchew	50
869	natka kolendry	102	7g świeżej natki kolendry	7
870	liście szpinaku	102	75g liści szpinaku	75
871	czosnek	102	ząbek czosnku	7
872	olej sezamowy	102	łyżka oleju sezamowego	10
873	świeży imbir	102	3g świeżego imbiru	3
874	chili	102	strąk ostrej papryki chilli	9
875	ciabatta	103	ciabatta	90
876	ketchup	103	25ml ketchupu	25
877	papryka czerwona	103	70g papryki czerwonej	70
878	pieczarka portobello	103	pieczarka portobello	120
879	pomidor	103	45g pomidora	45
880	cebula czerwona	103	25g cebuli czerwonej	25
881	sałata rucola	103	25g sałaty rucoli	25
882	ser mozzarella	103	65g sera mozzarella	65
883	jabłko	104	100g jabłka	100
884	cynamon	104	1/2 łyżeczki cynamonu	3
885	cukier trzcinowy	104	łyżeczka cukru trzcinowego	6
886	orzech włoski	104	łyżeczka posiekanych orzechów włoskich	6
887	rodzynki	104	10g rodzynek	10
888	sok z cytryny	104	łyżeczka soku z cytryny	6
889	masło	104	łyżeczka masła	6
890	mąka	104	50g mąki	50
891	mleko	104	50ml mleka	50
892	jajko	104	jajko	55
893	woda gazowana	104	15ml wody gazowanej	15
894	olej	104	łyżeczka oleju	6
895	cukinia	105	300g cukinii	300
896	olej	105	łyżka oleju	10
897	pieprz	105	szczypta pieprzu	0.25
898	sól	105	szczypta soli	0.25
899	czosnek	105	ząbek czosnku	7
900	papryka czerwona	105	70g papryki czerwonej	70
901	koper	105	łyżeczka posiekanego koperku	6
902	makaron	105	100g makaronu	100
903	cebula dymka	105	cebula dymka	20
904	marchew	106	20g marchwi	20
905	pierś z kurczaka	106	50g piersi z kurczaka	50
906	sałata lodowa	106	50g sałaty lodowej	50
907	pomidor	106	mały pomidor	100
908	ogórek	106	50g ogórka	50
909	ketchup	106	łyżka ketchupu	10
910	majonez	106	łyżka majonezu	10
911	tortilla	106	placek tortilli	60
912	krewetka	107	300 g krewetek	300
913	imbir	107	2 łyżeczki startego imbiru	10
914	czosnek	107	2 ząbki czosnku	10
915	olej	107	1 łyżka oleju roślinnego	10
916	mango	107	1 mango	280
917	szczypiorek	107	szczypiorek	20
918	chili	107	1 łyżeczka posiekanej papryczki chili	5
919	kolendra	107	kolendra	15
920	łosoś wędzony	108	125 g łososia wędzonego (na gorąco)	125
921	ogórek gruntowy	108	2 ogórki gruntowe	100
922	sok z cytryny	108	2 łyżeczki soku z cytryny	12
923	koper	108	1 łyżka posiekanego koperku	10
924	serek śmietankowy	108	125 g kremowego serka Philadelphia lub Twój Smak	125
925	pieprz	108	świeżo zmielony czarny pieprz	2
926	sól	108	sól	2
927	chleb	108	2 kromki chleba	70
928	cukinia	109	1/2 cukinii	270
929	batat	109	1 średni batat	300
930	papryka	109	1 czerwona papryka	200
931	cebula	109	1 czerwona cebula	110
932	czosnek	109	2 ząbki czosnku	10
933	rozmaryn	109	2 gałązki świeżego rozmarynu	16
934	oliwa	109	4 łyżki oliwy extra	40
935	szpinak	109	garść szpinaku	25
936	kasza orkiszowa	109	100 g kaszy orkiszowej	100
937	ser feta	109	ser feta	125
938	boczek wędzony	110	4 plasterki cieniutkiego boczku wędzonego (np. paczkowany)	50
939	oliwa	110	1 łyżka oliwy	10
940	jajko	110	2 jajka	110
941	bagietka	110	bagietka	140
942	pomidor	110	1 pomidor	170
943	cebula	110	kawałek cebuli	55
944	chili	110	kawałek papryczki chili	10
945	kolendra	110	kilkanaście listków świeżej kolendry	15
946	limonka	110	łyżeczka soku z limonki	6
947	fasola szparagowa	111	500 g fasolki szparagowej	500
948	pomidor	111	3 pomidory	510
949	czosnek	111	2 ząbki czosnku	10
950	oliwa	111	3 łyżki oliwy extra	30
951	suszone oregano	111	1 łyżeczka suszonego oregano	4
952	bazylia	111	świeża bazylia	20
953	ser feta	111	125 g sera feta	125
954	czarna oliwka	111	czarne oliwki	50
955	bagietka	111	bagietka	140
956	makaron Rigatoni	112	120 g makaronu (np. większego jak Rigatoni, Peccheri)	120
957	pomidor	112	300 g pomidorów	300
958	czosnek	112	1 ząbek czosnku	5
959	bazylia	112	ok. pół szklanki listków bazylii	22
960	ser mozzarella	112	pół kulki białej mozzarelli (np. burrata lub zwykła)	65
961	sól morska	112	1/3 łyżeczki soli morskiej	25
962	pieprz	112	świeżo zmielony pieprz	2
963	oliwa	112	2 łyżki oliwy extra vergine	20
964	krewetka	113	180 g krewetek	180
965	chorizo	113	75 g chorizo	75
966	bulion drobiowy	113	380 ml bulionu drobiowego	380
967	cebula	113	pół małej cebuli	40
968	papryka	113	150 g papryki (np. różnokolorowej)	150
969	seler	113	1.5 łodygi selera naciowego	70
970	czosnek	113	2 ząbki czosnku	10
971	masło	113	2 łyżki masła	20
972	mąka pszenna	113	1,5 łyżki mąki pszennej	15
973	suszone oregano	113	1/2 łyżeczka suszonego oregano	3
974	tymianek	113	1/2 łyżeczki tymianku	2
975	sól	113	1/2 łyżeczki soli	3
976	papryka wędzona	113	1/2 łyżeczki wędzonej papryki	3
977	granulowany czosnek	113	1/2 łyżeczki granulowanego czosnku	3
978	papryka ostra	113	1/4 łyżeczki ostrej papryki lub pieprzu cayenne	1
979	pieprz	113	szczypta mielonego pieprzu	2
980	pieprz biały	113	szczypta białego pieprzu	2
981	sos Worcestershire	113	2 łyżki sosu Worcestershire	20
982	sok z cytryny	113	1 łyżka soku z cytryny	10
983	szczypiorek	113	posiekany szczypiorek	20
984	pietruszka	113	natka pietruszki	20
985	ryż	113	100 g ryżu	100
986	cebula czerwona	114	pół czerwonej cebuli	60
987	batat	114	pół małego batatu (150 g)	150
988	papryka czerwona	114	pół czerwonej papryki	100
989	czosnek	114	2 ząbki czosnku	10
990	korzeń imbiru	114	1 cm korzenia imbiru	8
991	olej	114	1 łyżka oleju (np. kokosowego)	10
992	kurkuma	114	1/2 łyżeczki kurkumy	3
993	papryka słodka	114	1/2 łyżeczki słodkiej papryki	3
994	kmin rzymski	114	1/2 łyżeczki kminu rzymskiego	3
995	przyprawa curry	114	1/2 łyżeczki przyprawy curry	3
996	chili	114	mała szczypta chili	1
997	soczewica	114	150 g czerwonej soczewicy	150
998	bulion jarzynowy	114	380 ml bulionu jarzynowego	380
999	mleko kokosowe	114	60 ml mleka kokosowego (lub śmietanki 18% do zup i sosów)	60
1000	ryż	114	100 g ryżu	100
1001	kolendra	114	pół świeżej kolendry	10
1002	kasza jęczmienna pęczak	115	1/2 szklanki kaszy jęczmiennej pęczak	90
1003	jarmuż	115	2 szklanki ciętych liści jarmużu	90
1004	olej	115	2 łyżki oleju	20
1005	batat	115	300 g batatów	300
1006	papryka	115	1 papryka	200
1007	cebula	115	1 czerwona cebula	110
1008	czosnek	115	2 ząbki czosnku	10
1009	chili	115	1/2 papryczki chili	6
1010	feta	115	80 g sera feta	80
1011	oliwa	115	2 łyżki oliwy extra	20
1012	kurkuma	115	1 łyżeczka kurkumy	6
1013	papryka słodka	115	1 łyżeczka słodkiej papryki	6
1014	kmin rzymski	115	1 łyżeczka kminu rzymskiego	6
1015	suszone grzyby	116	10 g suszonych grzybów	10
1016	boczek	116	50 g boczku	50
1017	mięso gulaszowe wieprzowe	116	100 g mięsa gulaszowego wieprzowego	100
1018	mięso gulaszowe wołowe	116	100 g mięsa gulaszowego wołowego	100
1019	olej	116	1 łyżka oleju	10
1020	bulion wołowy	116	szklanka bulionu wołowego	250
1021	kapusta biała	116	250 g świeżej białej kapusty	250
1022	kapusta kiszona	116	125 g kiszonej kapusty (waga po odciśnięciu)	125
1023	suszona śliwka	116	25 g suszonych śliwek	25
1024	cebula	116	pół cebuli	60
1025	chorizo	116	70 g kiełbasy chorizo	70
1026	koncentrat pomidorowy	116	1/2 łyżki koncentratu pomidorowego	5
1027	liść laurowy	116	1 liść laurowy	6
1028	ziele angielskie	116	kulki ziela angielskiego	5
1029	jałowiec	116	2 kulki jałowca	4
1030	kminek	116	1/2 łyżeczki kminku	3
1031	papryka ostra	116	mała szczypta ostrej papryki	2
1032	batat	117	1 batat	300
1033	jogurt naturalny	117	100 g jogurtu naturalnego	100
1034	jajko	117	2 jajka	110
1035	olej kokosowy	117	2 łyżki oleju kokosowego	20
1036	cukier	117	2 łyżki cukru	25
1037	cukier wanilinowy	117	1 łyżka cukru wanilinowego	10
1038	cynamon	117	1/2 łyżeczki cynamonu	3
1039	gałka muszkatołowa	117	szczypta gałki muszkatołowej	2
1040	skórka z pomarańczy	117	1 łyżeczka startej skórki z pomarańczy	6
1041	mąka pszenna	117	200 g (1 i 1/3 szkl.) mąki pszennej	200
1042	proszek do pieczenia	117	2 łyżeczki proszku do pieczenia	12
1043	sól	117	mała szczypta soli	2
1044	syrop klonowy	117	syrop klonowy	20
1045	banan	117	banan	50
1046	orzech pekan	117	orzechy pekan	20
1047	filet z kurczaka	118	200 g filetu z kurczaka	200
1048	sól	118	sól	3
1049	pieprz	118	pieprz	3
1050	masło	118	2 łyżki masła	20
1051	rukola	118	2 garście rukoli	50
1052	sałata	118	kilka liści sałaty	25
1053	winogrono	118	250 g winogron	250
1054	ser brie	118	100 g sera brie	100
1055	orzech włoski	118	60 g orzechów włoskich	60
1056	oliwa	118	3 łyżki oliwy	30
1057	miód	118	3 łyżki miodu	30
1058	sok z cytryny	118	1 łyżka soku z cytryny	10
1059	ciabatta	119	ciabatta	80
1060	masło	119	masło	20
1061	rukola	119	garść rukoli	20
1062	szynka parmeńska	119	2 plasterki szynki parmeńskiej	30
1063	pomidor	119	pomidor	170
1064	ser brie	119	50 g sera brie	50
1065	roszponka	119	roszponka do podania	20
1066	krewetka	120	10 dużych krewetek	220
1067	olej	120	1 łyżka oleju	10
1068	sok z limonki	120	1 łyżka soku z limonki	10
1069	chili	120	szczypta płatków chili	2
1070	mango	120	1/2 mango	140
1071	cebula czerwona	120	1/4 małej czerwonej cebuli	28
1072	ciabatta	120	ciabatta	80
1073	słodki sos chilli	120	1 łyżka słodkiego sosu chili	10
1074	majonez	120	1 łyżka majonezu	10
1075	rukola	120	garść rukoli	25
1076	kolendra	120	świeża kolendra	15
1077	sałata	121	sałata z rukolą	300
1078	cebula czerwona	121	1/4 małej czerwonej cebuli	28
1079	winogrono	121	250 g winogron jasnych i ciemnych	250
1080	mozarella	121	125 g mozzarelli (najlepiej mini)	125
1081	zagęszczony sos balsamiczny	121	4 łyżeczki zagęszczonego sosu balsamicznego	24
1082	nasiona słonecznika	121	4 łyżki nasion słonecznika	40
1083	oliwa	121	2 łyżki oliwy z pierwszego tłoczenia	20
1084	sok z cytryny	121	2 łyżeczki soku z cytryny	12
1085	miód	121	2 łyżeczki miodu	12
1086	pieprz	121	szczypta pieprzu	2
1087	oliwa	122	1 łyżka oliwy	10
1088	cebula	122	1 mała cebula	70
1089	czosnek	122	2 ząbki czosnku	10
1090	chorizo	122	100 g kiełbasy chorizo	100
1091	batat	122	1 mały batat (350 g)	350
1092	cukinia	122	250 g cukinii (1 mała)	250
1093	suszone oregano	122	1 łyżeczka suszonego oregano	4
1094	papryka słodka	122	1 łyżeczka słodkiej papryki	6
1095	papryka ostra	122	1 łyżeczka ostrej papryki	6
1096	kmin rzymski	122	1 łyżeczka kminu rzymskiego	6
1097	bulion drobiowy	122	2/3 szklanki bulionu	170
1098	papryka czerwona	122	1/2 czerwonej papryki	100
1099	papryka żółta	122	1/2 żółtej papryki	100
1100	pomidor z puszki	122	puszka pomidorów	200
1101	koncentrat pomidorowy	122	2 łyżeczki koncentratu pomidorowego	20
1102	bagietka	122	bagietka do podania	140
1103	kolendra	122	kolendra	20
1104	cukinia	123	1 cukinia (ok. 250 g)	250
1105	oliwa	123	oliwa	40
1106	sól	123	sól	3
1107	pieprz	123	pieprz	2
1108	czosnek	123	1 ząbek czosnku	5
1109	suszone oregano	123	1 łyżeczka suszonego oregano	6
1110	mix sałat z rukolą	123	mix sałat z rukolą	200
1111	pomidor	123	2 pomidory	340
1112	cebula	123	1/4 cebuli	27
1113	ser feta	123	100 g sera feta	100
1114	oliwa	123	4 łyżki oliwy z pierwszego tłoczenia	40
1115	sok z cytryny	123	1 łyżka soku z cytryny	10
1116	cukinia	124	2 małe cukinie	600
1117	czosnek	124	1 ząbek czosnku	5
1118	suszone oregano	124	1 łyżeczka suszonego oregano	6
1119	pomidor	124	1 pomidor	170
1120	cebula	124	1/4 cebuli	27
1121	ser feta	124	100 g sera feta	100
1122	jajko	124	2 jajka	110
1123	sól	124	sól	3
1124	pieprz	124	pieprz	2
1125	oliwa	124	oliwa	20
1126	chili	124	płatki chili	3
1127	rukola	124	listki rukoli do dekoracji	20
1128	batat	125	300 g batatów	300
1129	cukinia	125	300 g cukinii	300
1130	cebula	125	1 cebula (np. młoda)	80
1131	czosnek	125	2 ząbki czosnku	10
1132	oliwa	125	2 łyżki oliwy extra	10
1133	sól	125	sól	3
1134	pieprz	125	pieprz	2
1135	papryka ostra	125	ostra papryka lub pieprz cayenne	2
1136	oregano	125	oregano	6
1137	pomidor	125	1 większy pomidor	200
1138	mozarella	125	125 g mini mozzarelli (kuleczki)	125
1139	olej	126	1 łyżka oleju roślinnego	10
1140	cebula	126	pół cebuli	60
1141	boczek parzony	126	70 g parzonego boczku	70
1142	kiełbasa wiejska	126	200 g kiełbasy	200
1143	bulion	126	250 ml bulionu	250
1144	ziemniak	126	1,5 ziemniaka	140
1145	majeranek	126	1 łyżeczka majeranku	6
1146	papryka słodka	126	1/2 łyżeczki słodkiej papryki	3
1147	pieprz cayenne	126	1/2 łyżeczki pieprzu cayenne	3
1148	papryka czerwona	126	pół czerwonej papryki	100
1149	cukinia	126	pół cukinii (ok. 150 g)	150
1150	passata	126	1/3 szklanki passaty	80
1151	boczek wędzony	127	125 g boczku wędzonego	125
1152	sałata	127	8 liści sałaty	280
1153	pomidor	127	2 pomidory	340
1154	cebula	127	ćwiartka cebuli	27
1155	mozarella	127	125 g mozzarelli (np. mini w kulkach)	125
1156	sok z cytryny	127	2 łyżki soku z cytryny	20
1157	miód	127	2 łyżki miodu	20
1158	musztarda	127	1 łyżka musztardy (np. delikatesowej)	10
1159	olej	127	2 łyżki oleju roślinnego	20
1160	boczek parzony	128	ok. 125 g boczku parzonego	125
1161	sałata	128	6 - 8 liści sałaty	260
1162	pomidor koktajlowy	128	250 g pomidorków koktajlowych (lub 2 pomidory)	250
1163	cebula	128	ćwiartka cebuli (np. młodej)	27
1164	oliwa	128	oliwa extra vergine	20
1165	chorizo	129	100 g kiełbasy chorizo* (np. pikantnej)	100
1166	oliwa	129	1/2 łyżki oliwy	5
1167	cebula	129	pół cebuli	60
1168	czosnek	129	1 ząbek czosnku	5
1169	papryka	129	1/2 papryki	100
1170	cukinia	129	1/2 cukinii	150
1171	bulion	129	1/3 szklanki bulionu	80
1172	ciecierzyca	129	pół puszki ciecierzycy	200
1173	oregano	129	1/2 łyżeczki oregano	3
1174	passata	129	125 ml passaty	125
1175	ziemniak	130	1 duży ziemniak	160
1176	batat	130	1 średni batat (słodki ziemniak)	300
1177	papryka czerwona	130	1 papryka czerwona	200
1178	papryka zielona	130	1 papryka zielona 	200
1179	papryka żółta	130	1 papryka zółta	200
1180	cebula	130	1 większa czerwona cebula	150
1181	czosnek	130	4 ząbki czosnku	20
1182	oliwa	130	4 łyżki oliwy extra	40
1183	pieprz	130	zmielony czarny pieprz z młynka	2
1184	ser feta	130	ser feta	125
1185	oliwa	131	1 łyżka oliwy	10
1186	cebula	131	pół cebuli	60
1187	boczek parzony	131	70 g parzonego boczku	70
1188	kiełbasa wiejska	131	150 g kiełbasy (np. wiejskiej)	150
1189	bulion	131	250 ml bulionu	250
1190	ziemniak	131	2 ziemniaki	160
1191	majeranek	131	1/2 łyżki majeranku	5
